id,ts,price,vol24h,scrape_batch
5805,1649978340,76.87622825283793,722704120.9154954,2022-04-16 01:11:33
5805,1649978640,76.8527245657196,720443698.8817669,2022-04-16 01:11:33
5805,1649978940,76.81629113740033,718209403.080975,2022-04-16 01:11:33
5805,1649979240,76.80324419914726,713420316.1539901,2022-04-16 01:11:33
5805,1649979540,76.84991951262435,714209059.3928881,2022-04-16 01:11:33
5805,1649979840,76.8568281899924,713875805.7899208,2022-04-16 01:11:33
5805,1649980140,76.83752514467642,712981549.9100868,2022-04-16 01:11:33
5805,1649980440,76.77661210025532,712025642.4142681,2022-04-16 01:11:33
5805,1649980740,76.81785665647007,711767575.1340926,2022-04-16 01:11:33
5805,1649981040,76.925902101785,706715071.9861528,2022-04-16 01:11:33
5805,1649981340,77.09367780869322,707459684.2678267,2022-04-16 01:11:33
5805,1649981640,77.23945691410013,707668343.5177007,2022-04-16 01:11:33
5805,1649981940,77.21485165768664,707421713.7645726,2022-04-16 01:11:33
5805,1649982240,77.34597885073707,708546350.1655575,2022-04-16 01:11:33
5805,1649982540,77.67076823246994,712408022.3714554,2022-04-16 01:11:33
5805,1649982840,77.53527497628117,712590582.1493034,2022-04-16 01:11:33
5805,1649983140,77.42757674244405,712599485.954168,2022-04-16 01:11:33
5805,1649983440,76.8837713251876,712323546.3063792,2022-04-16 01:11:33
5805,1649983740,76.93765496609147,713037224.8785281,2022-04-16 01:11:33
5805,1649984040,77.11646357034178,716214692.3198214,2022-04-16 01:11:33
5805,1649984340,77.11945639734529,716494066.05442,2022-04-16 01:11:33
